File Name,Sprint Name,Planned For,ID,Type,Status,Parent ID,Parent Type,Count,Summary
Sprint 1 Backlog.xml,Sprint 1 Backlog,BP Sprint 1,555786,Task,Done,554480,Story,1,"Dev testing"
Sprint 1 Backlog.xml,Sprint 1 Backlog,BP Sprint 1,555782,Task,Done,554480,Story,1,"Code change to allow view only investments that users are assigned to"
Sprint 1 Backlog.xml,Sprint 1 Backlog,BP Sprint 1,555784,Task,Done,554480,Story,1,"QA testing"
Sprint 1 Backlog.xml,Sprint 1 Backlog,BP Sprint 1,555779,Task,Done,554480,Story,1,"Enable link to access Pending Revise Request page"
Sprint 1 Backlog.xml,Sprint 1 Backlog,BP Sprint 1,555727,Defect,Resolved,,Story,1,"Revise - New Pending Revise Requests List not pulling the Projects/Performance Metrics of the correct investment"
Sprint 1 Backlog.xml,Sprint 1 Backlog,BP Sprint 1,555408,Story,Done,,Story,1,"Development Team OMB Analysis"
Sprint 1 Backlog.xml,Sprint 1 Backlog,BP Sprint 1,555863,Defect,Resolved,,Story,1,"Project - Build Planned/Projected/Actual Start Dates are not checking if they are before the Build Planned/Projected/Actual Completion Dates"
Sprint 1 Backlog.xml,Sprint 1 Backlog,BP Sprint 1,557022,Task,Done,555863,Defect,1,"Dev Testing to confirm this is working"
Sprint 1 Backlog.xml,Sprint 1 Backlog,BP Sprint 1,559617,Defect,Resolved,555863,Defect,1,"When you select Build Planned start date before project start date or before build planned completion date, same error message pops up"
***********
Sprint 2 Backlog.xml,Sprint 2 Backlog,OY2 Sprint 1,,Story,In Progress,,Story,33,"Deployment and release activities [OY2 Sprint 1]"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,558674,Story,Done,,Story,1,"As an OMB Administrator, I want the Risk Category drop-down options updated to accommodate changes for the OMB 300B submission (Major Business Case Details)"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568076,Task,Done,558674,Story,1,"QA Review"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568066,Task,Done,558674,Story,1,"UI changes for adding new fields and validations"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568072,Task,Done,558674,Story,1,"Database changes for adding new columns in table and stored procedure changes"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568074,Task,Done,558674,Story,1,"Developer testing"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568073,Task,Done,558674,Story,1,"Service layer changes"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,557217,Defect,Resolved,,Story,1,"Project - Remove 90 day validation for builds"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,570894,Task,Done,557217,Defect,1,"Change 90 day validation rule so that it works only when users are changing dates"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,558627,Story,Done,,Story,1,"As an EPS administrator, I want to have field names updated for EPS records as a result of the investment restructure (Help Desk Ticket #1642)"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568061,Task,Done,558627,Story,1,"QA review"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,569633,Task,Invalid,558627,Story,1,"[Requires confirmation] Copy data for Investment Name, Congressional Program, and Congressional Project"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568059,Task,Done,558627,Story,1,"Developer testing"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,566242,Task,Done,558627,Story,1,"UI changes for changing the field names on the page"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568056,Task,Done,558627,Story,1,"Stored procedure update to reorder fields"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,557212,Defect,Resolved,,Story,1,"Project - Project Risks should not have Edit Revise button"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,570286,Task,Done,,Story,1,"Adding code to RTC from TFS"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 3,565943,Story,Done,,Story,2,"CLIN Documentation (BP Sprint 3)"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,565987,Task,Done,565943,Story,1,"Create Defect Report"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,565980,Task,Done,565943,Story,1,"Sprint 1 Review and Retrospective Reports"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,565977,Task,Done,565943,Story,1,"Create User's Guide"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,565990,Task,Done,565943,Story,1,"Update Developer's Guide"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,570212,Defect,Resolved,,Story,1,"[Hot Fix] Top Menu - Link for VIPR is incorrect (Help Desk Ticket #1668)"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,571008,Task,Done,570212,Defect,1,"Help Desk Ticket 1775 Project 1, build 5 - Actual Start Date - 8/01/2017"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,574539,Defect,Resolved,,Story,1,"All Modules - Update "Unauthorized" message"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568461,Defect,Resolved,,Story,1,"[Hot Fix] Investment - New investment records not displaying in investment page"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,565994,Story,Done,,Story,1,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 2]"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,571347,Task,Done,565994,Story,1,"Help Desk Ticket 1815 - Project 8, build 2 - Actual Cost - 406,867"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,573932,Task,Done,565994,Story,1,"Help Desk Ticket 1791 - Project 170,Close Out Phase  Actual Finish Date - 6/23/2017 ,Actual Cost is $7,004"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,571378,Task,Done,565994,Story,1,"Help Desk Ticket 1786 - Revise Request ID 2253 update needed to justification for Close Out Plnned Finish Date"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,571366,Task,Done,565994,Story,1,"Help Desk Ticket 1766 - Project 100,Close Out Phase  Actual Finish Date - 11/01/2017"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,571017,Task,Done,565994,Story,1,"Help Desk Ticket 1776 - Project 146, Actual Close Out Start Date '7/1/2017', Actual Close Out Start Date '8/1/2017'"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,571018,Task,Done,565994,Story,1,"Help Desk Ticket 1804 - Project 63, CloseStatus to CLOSEDC"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,574426,Task,Done,565994,Story,1,"Help Desk Ticket 1825 - Project - 168 Delete build 1706014930, 1706014932, 1706014933, 1706014934, 1706014935, 1706014937"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,573937,Task,Done,565994,Story,1,"Hepdesk Ticket #1790 - Mental Health Suicide Prevention Contract Tab Updates"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,573212,Task,Done,565994,Story,1,"Help Desk Ticket 1835- Project 225, Actual Project Phase Finish Date '10/12/16', Actual project Phase Cost '46987'"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,573944,Task,Done,565994,Story,1,"Help Desk Ticket 1786 - Revise Request ID 2253 update needed to justification for Close Out Plnned Finish Date"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,573951,Defect,Resolved,565994,Story,1,"Helpdesk Ticket #1729 - MCCF TAS Phase 1 Build ID 1706095056 Marked OMB Reportable and should not be"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,571012,Task,Done,565994,Story,1,"Help Desk Ticket 1775 Project 1, build 5 - Actual Start Date - 8/01/2017"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,573904,Defect,Resolved,565994,Story,1,"Help Desk Ticket 1823 - Project 169, Build 1 actual cost to $475,896"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,573947,Task,Done,565994,Story,1,"Helpdesk #1753 - Request to change Perf Metric Actual with ID: '1707055281' data has been submitted"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,566208,Story,Done,,Story,1,"As an OMB Administrator, I want the SDLC methodology options changed accommodate changes for the OMB 300B submission (Major Business Case Details)"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568092,Task,Done,566208,Story,1,"Service layer changes"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568093,Task,Done,566208,Story,1,"Developer testing"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568096,Task,Done,566208,Story,1,"QA Review"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568081,Task,Done,566208,Story,1,"UI changes for removing "Other" description text field for SDLC methodology on Initiation Phase"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568086,Task,Done,566208,Story,1,"Analysis to see if SDLC drop-down options are pulling from ID value or string value"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,568084,Task,Done,566208,Story,1,"Database changes for modifying the values in the drop-down list"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,555851,Defect,Resolved,,Story,1,"Investment (Performance Metric) - Baseline Capability field is showing zeroes when it should be null"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,569911,Task,Done,555851,Defect,1,"Update baseline capability with value 0 to value null"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 3,577259,Story,Done,,Story,2,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 3]"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,577355,Task,Done,577259,Story,1,"Service Request - #1858 - Related to 1786 - Revise Request ID 2253 back in the system as a Rebaseline"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,576522,Task,Done,,Story,1,"Added Sprint 2 Production Release code to RTC"
Sprint 2 Backlog.xml,Sprint 2 Backlog,BP Sprint 2,576523,Task,Invalid,,Story,1,"Add Sprint 2 Production Release code to RTC"
***********
Sprint 3 Backlog.xml,Sprint 3 Backlog,OY2 Sprint 1,,Story,In Progress,,Story,33,"Deployment and release activities [OY2 Sprint 1]"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,576180,Defect,Resolved,,Story,1,"OMB -  Projected completion date should be included when reported on non-revise XML for new activities"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,565943,Story,Done,,Story,2,"CLIN Documentation (BP Sprint 3)"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,565973,Task,Done,565943,Story,1,"Update Configuration Management Plan"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577128,Task,Done,565943,Story,1,"Review and update Infrastructure Analysis Report"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,565951,Task,Done,565943,Story,1,"Update Version Description Document"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,565948,Task,Done,565943,Story,1,"Update Production Operations Manual"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577130,Task,Done,565943,Story,1,"508 Test Results Analysis"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577119,Task,Done,565943,Story,1,"Sprint 2 Review Report"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577125,Task,Done,565943,Story,1,"User's Guide (Sprint 2)"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577121,Task,Done,565943,Story,1,"Sprint 2 Retrospective Action Plan"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,557202,Defect,Resolved,,Story,1,"EPS - Source EPS Codes are displaying multiple times (one for each Funding record)"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,575592,Story,Done,,Story,1,"As an auditor, I want to audit the VIP Dashboard SharePoint groups so that I can see who was added or removed from each group"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577349,Task,Done,575592,Story,1,"Establish process or protocol to run reports"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577346,Task,Done,575592,Story,1,"Generate security audit report with metadata fields"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577343,Task,Done,575592,Story,1,"Test feature in one of the environments (Dev, QA, or UAT)"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577341,Task,Done,575592,Story,1,"Work with Doug to turn on feature at site collection level"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,575376,Story,Done,,Story,1,"As an Investment Administrator, I want to edit the investment name and UII of an existing investment record if the record has not been reported to OMB"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577290,Task,Done,575376,Story,1,"JavaScript code changes"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577293,Task,Done,575376,Story,1,"QA testing"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577291,Task,Done,575376,Story,1,"Development testing"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,576213,Defect,Resolved,,Story,1,"EPS - Members of EPS sub-pillar groups are unable to view EPS records not associated to their own pillar (Help Desk Ticket #1457)"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,579446,Defect,Resolved,576213,Defect,1,"Change C# code to remove Security restriction for EPS"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,579450,Defect,Resolved,576213,Defect,1,"Change Stored Procedure to remove security restriction"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,576312,Task,Done,,Story,2,"[Hot Fix] - Copy data into EPS PY fields"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,584777,Defect,Resolved,,Story,1,"All Modules - BTT external link requires update"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,583223,Defect,Resolved,,Story,1,"EPS - People Picker pop-up in Multi-Edit pop-up is not functional"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,583222,Defect,Resolved,,Story,1,"EPS - People Picker pop-up in Multi-Edit pop-up is not functional"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,557214,Defect,Resolved,,Story,1,"Revise (Build) - Revising build description with the value that has keyword "Date" saves datatype value as Date and NewValue as 1/1/1970"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577259,Story,Done,,Story,2,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 3]"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,581369,Task,Done,577259,Story,1,"Help Desk Ticket 1886 – Revise Request 2328 for 'Purchased Care (PC) System Integrity Phase 1 to be classified as a Correction"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577738,Task,Done,577259,Story,1,"Service Request - #1846 - Build 5 was mistakenly added by the project team and should be removed because it involves the closeout phase."
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,583181,Defect,Resolved,577259,Story,1,"[Hot Fix] EPS - Unable to add records to FY2018 (Help Desk Ticket #1896)"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,577348,Task,Done,577259,Story,1,"Service Request - #1855 - : 'Is Project Active' could not set to No in Revision Mode"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,581360,Task,Done,577259,Story,1,"Help Desk Ticket 1879 – Remove Closeout Healthcare Delivery Systems	029-555555304 Investment"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,583218,Story,Done,,Story,1,"[Hot Fix] As an EPS user, I want the ability to copy EPS records into the next Fiscal Year without changing the codes"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,583219,Task,Done,583218,Story,1,"Implement changes to allow users to EPS records"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,583220,Task,Done,583218,Story,1,"QA testing"
Sprint 3 Backlog.xml,Sprint 3 Backlog,BP Sprint 3,580840,Defect,Resolved,,Story,1,"OMB (OMB Toggle) - Future/anticipated builds that are not approved displaying in OMB Toggle (Help Desk Ticket #1729)"
***********
Sprint 4 Backlog.xml,Sprint 4 Backlog,OY2 Sprint 1,,Story,In Progress,,Story,33,"Deployment and release activities [OY2 Sprint 1]"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,575571,Story,Done,,Story,1,"As a 508 user, I want to have the project and risk tables keyboard accessible"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,577307,Task,Done,575571,Story,1,"Ensuring that when tables are formed, rules will accept keyboard input to activate them"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,577310,Task,Done,575571,Story,1,"QA testing"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,577308,Task,Done,575571,Story,1,"Developer testing"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,557220,Defect,Resolved,,Story,1,"Project - "Does this project require a contract?" marked as "No" displays contracts"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,583224,Defect,Resolved,,Story,1,"All Modules - Edit buttons for specific records remain static when sorting grid lists (Help Desk Tickets #1897 and #1899)"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,585567,Task,Done,583224,Defect,1,"QA testing"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,583226,Defect,Resolved,,Story,1,"EPS - 2017 Admin Console not locking once 2018 EPS structure is created"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,585570,Task,Done,583226,Defect,1,"QA testing"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,585488,Story,Done,,Story,1,"Analysis of homepage metrics"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,585535,Task,Done,585488,Story,1,"Create mockup based on analysis"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,585538,Task,Done,585488,Story,1,"Analysis"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,587468,Story,Done,,Story,1,"As an investment manager, I want the Strategic Objective drop-down options for performance metrics updated based on OMB guidance"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,585486,Story,Done,,Story,1,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 4]"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,590281,Task,Done,585486,Story,1,"Helpdesk 1924 - Please delete Risk #1709126277 for Beneficiary Travel Self Service System Project"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,595096,Task,Done,585486,Story,1,"Help Desk Ticket 1951 – move project VA Wireless Remote Access Dial-In User Service (RADIUS) Authentication Refresh back to Project phase and blank out the “Actual Project Phase Completion�? date"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,590232,Task,Done,585486,Story,1,"Helpdesk 1942 - Update the Planned Close Out Phase Finish date to 10/1/2022 date for Sustainment of Blood Bank Maintenance."
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,602746,Task,New,,Story,1,"Add Sprint 3 and Sprint 4 Release Code "
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,557213,Defect,Resolved,,Story,1,"EPS (Multi-Edit) - Fields with user names not validated by people picker are not displaying in multi-edit pop-up"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,585562,Task,Done,557213,Defect,1,"QA testing"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,557179,Story,Done,,Story,1,"As an EPS user, I want to change the EPS code when copying a record to the next FY"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,577081,Task,Done,557179,Story,1,"Database changes"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,577078,Task,Done,557179,Story,1,"C# code changes"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,577071,Task,Done,557179,Story,1,"UI changes for entering new EPS code"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,577089,Task,Done,557179,Story,1,"QA testing"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,577084,Task,Done,557179,Story,1,"Developer testing"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,577073,Task,Done,557179,Story,1,"Generating project code based on pillar selected"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,568053,Task,Done,557179,Story,1,"Conduct analysis"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,572054,Task,Done,557179,Story,1,"Revamp interface of popup for better flow and separate out FY from EPS number"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,574670,Task,Invalid,557179,Story,1,"Test Task"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,575067,Story,Done,,Story,1,"[Hot Fix] As an OMB Administrator, I want all VIP Project Records to be copied with a new Project ID"
Sprint 4 Backlog.xml,Sprint 4 Backlog,BP Sprint 4,585552,Task,Done,575067,Story,1,"Generate XML file for project with new IDs and investments"
