number,short_description,description,urgency,state,story_points,acceptance_criteria,comments_and_work_notes,impact,priority,assigned_to,parent,active,backlog_type,assignment_group,product,sprint
872388,"Helpdesk #2956 - Revise Request Emails Not Received",".",1 - Critical,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Nov 29, 2018, 12:45 PM
Added: attachment 134011 (RE New VIP Service Request - #2956.msg)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",867207,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000024
845986,"Security (Helpdesk Request #2871) - ""90 Day"" email notifications are incorrectly sent for users that have accessed the Dashboard","Security (Helpdesk Request #2871) - ""90 Day"" email notifications are incorrectly sent for users that have accessed the Dashboard",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Oct 18, 2018, 12:46 PM
Added: attachment 129376 (FW New VIP Service Request - #2871.msg)",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000023
817301,"Reports (Help Desk #2618) - VIP EPS Rollup Report error","Your Service Request #2618  (click to view) has been entered.
Description: VIP EPS Rollup Report error
Details:
â€‹The VASI field in the rollup report does not display the data correctly (i.e.  ""&amp;""  instead of just  ""&"") for any records that have ""&"".  For example, 08-04-01-01-03-010 record has ""1466-N&FS"".  However, the rollup report displays it as ""1466-N&amp;FS,"".
In addition, the report shows a comma at the end for all records.  For example, the rollup report shows ""1046-Surgery,"".  Please remove the comma.
Thank you,",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
820428,"Project (Help Desk #2685) - Build Start Date Actual should not be allowed to enter if Build is not an Approved Build","#NAME?",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Sep 10, 2018, 4:38 PM
Added: attachment 124460 (RE New VIP Service Request - #2685.msg)",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
841830,"Reports - EPMD Builds Report not showing correct data","EPMD Builds Report not showing correct data",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
813241,"Revise Request - Drop-down menu for approvals doesn't have consistent wording for the selections","Acceptance Criteria:
-Approval Reason Type drop-down at the top should display all the values

From Jen K during Sprint 4-OY1 UAT session (08/21/18):

This has to be processed as a revise request. The drop down menu for approvals are not reflecting correctly. In the top drop down it shows Revise Not Required and Revise Request Declined. In the reason category it shows the correct choices.",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
831034,"Project - User is not able to move to Closeout Phase due to Project Phase actual cost marked as not required","When user is in Product Phase and enters all required fields then selects Send to Close Out Phase, there is a validation error pop up. User is not able to identify where the error is occurring but when user inputs Project Phase actual cost and selects save, user is able to more to close out phase.",2 - High,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
805193,"Project - When user clicks on Send to Product Phase button in the Project Phase, the pop up title does not appear correctly","when user click on send to product phase button in the project the phase, the pop up title does not appear correctly ( it reflects previous pop up title)",4 - Low,Resolved,,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
830452,"Investment Module- When adding new investment OMB reportable toggle is disabled","Investment Module- When adding new investment OMB reportable toggle is disabled",4 - Low,Resolved,,"","",Minor,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
779980,"Project (Help Desk #2349) - Close Out Activity allowing actual cost without Actual Finish Date",".Project (Help Desk #2349) - Close Out Activity allowing actual cost without Actual Finish Date",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jul 16, 2018, 11:53 AM
Copied from work item 779967.

2. Srivastava, Namrata (GovernmentCIO.) - Jul 16, 2018, 11:54 AM
Added: attachment 117653 (FW New VIP Service Request - #2349.msg)",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000021
830427,"Helpdesk Service Request - #2785 - The EPMO Investment called ""Pay Accounts"" has been renamed to ""Administrative"".",".",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Sep 25, 2018, 12:25 PM
Added: attachment 126221 (RE New VIP Service Request - #2785.msg)",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",824634,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000021
830338,"Helpdesk Service Request - #2798 - Admin Console Edit Rights",".",1 - Critical,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Sep 25, 2018, 12:07 PM
Added: attachment 126213 (RE New VIP Service Request - #2798.msg)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",824634,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000021
783547,"Project - User is able to add a close out phase cost (planned), that when added with the other planned costs, the total value will exceed the life cycle cost.","Scenario:
Project phase (planned) cost = 244,290
OMB reportable Build (planned) costs total = 206612
LCC = 502,000
 
Input a close out phase cost (planned) value of 51099, which would make the LCC 502001. Select Save, and user does not receive any validation errors. ",2 - High,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000021
830464,"Investments - When you click on Edit Revise on Performance Metric, the Save button is not working","Investment module - When you click on Edit Revise on Performance Metric, the Save button is not working.",1 - Critical,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000021
802717,"Project - All data in Project Summary page is loading slowly","Project - All data in Project Summary page is loading slowly",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000021
788219,"OMB Submission Tool - XML file is getting corrupted after it is submitted to ITDB Dashboard for testing, if file has special characters",".OMB Submission Tool - XML file is getting corrupted after it is submitted to ITDB Dashboard for testing, if file has special characters",1 - Critical,Resolved,,"","",Major,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000019
805147,"Project - When moving a project from project phase to product phase, the actual finish date does not appear in field in the product phase","When moving a project from project phase to product phase the actual finish date does not appear in field in the product phase.",1 - Critical,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000019
806081,"Investment - When clicking on the ""Edit"" button for any investment risk, the drop down values for Risk Probability and Risk Impact fields are grayed out","Project Phase: When clicking on the ""Save"" button pop message for requirements to move project to product phase comes up",4 - Low,Resolved,,"","",Moderate,Unassigned,"Unassigned",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000019
805155,"Project - The project ID and the summary page project do not match","The project id and the summary page project does not match (every time you open or refresh summary page, project id is different)",1 - Critical,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000019
780720,"QA Testing","..",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jul 17, 2018, 8:46 AM
Copied from work item 780718.",Significant,Unassigned,"Nair, Sindhu (Vidoori)",624046,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
781571,"QA Testing","QA Testing",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jul 17, 2018, 3:54 PM
Copied from work item 780718.",Significant,Unassigned,"Unassigned",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
557174,"Project - Users able to place project in pause status when project is in Closeout Phase","""Place Project in Pause Status"" button should be disabled in all phases (Initiation, Project, and Product) when the project is in the closeout phase",4 - Low,Ready for Review,,"","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
791522,"Helpdesk Request - #2644 - User is the Secondary Contact and has edit rights, but is unable to add a contact",".",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Aug 1, 2018, 2:02 PM
Added: attachment 119783 (RE New VIP Service Request - #2644 closed.msg)",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",779630,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
789751,"Helpdesk ##2626 - EAAS VIP DB update issue","..",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jul 30, 2018, 2:13 PM
Added: attachment 119431 (RE New VIP Service Request - #2626.msg)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",779630,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
791410,"Helpdesk Request - #2638 - Edits/Updates are not staying in the system.",".",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Aug 1, 2018, 12:07 PM
Added: attachment 119739 (RE New VIP Service Request - #2638 closed.msg)",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",779630,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
789699,"Helpdesk #2627 - Send to Initiation phase is not saving Project phase Start Actual Date",".",1 - Critical,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jul 30, 2018, 2:09 PM
Added: attachment 119425 (RE New VIP Service Request - #2627.msg)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",779630,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
783558,"Helpdesk #2598 - Contract Toggle",".Replication Steps
1. Open a project in Project Phase and set Is Contract required as Yes
2. Go to Initiation Phase for same project and change anything in initiation phase and save.
3. Go to project phase again, Is Contract required was setting back to No. It should stay as yes",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jul 19, 2018, 5:22 PM
Added: attachment 118291 (RE New VIP Service Request - #2598.msg), attachment 118292 (FW CSS - VIP Update - Contract field reset.msg), attachment 118293 (FW New VIP Service Request - #2540.msg), attachment 118294 (FW New VIP Service Request - #2598.msg)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",779630,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
783644,"QA Testing",".",2 - High,Resolved,,"","",Major,Unassigned,"Perdue, Megan A. (Grant Thornton)",783558,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
653811,"Revise - View Past Revise Records Page is displaying only the UniqueID under the StructureID column name","from Donna Quinn request around 01/08/2018

-Currently displaying StructureID column but just shows UniqueID, want to have correct StructureID displayed in View Past Revise Records page
-StructureID column is displaying UniqueID, not the StructureID



***check notes for UniqueID",3 - Medium,Ready for Review,,"","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
764727,"EPS - Edited note is not saving in EPS record (Help Desk #2371)","After saving an update, if you go back into the record to edit a note, it will not save the new edited note.",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jun 28, 2018, 4:30 PM
Added: attachment 116007 (FW New VIP Service Request - #2371.msg)",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
779531,"Helpdesk #2573 high priority - Planned and projected project phase cost and LCC missing from initiation tab on all projects in VIP.",".",1 - Critical,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",766659,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
742750,"EPS - EPS Code lookup field not resetting when adding a new EPS code","when adding a new EPS code and changing the drop-down selections (org code, sub-org code, etc), the EPS Code lookup field isn't blanking even though the drop down fields all blank out",4 - Low,Resolved,,"","",Minor,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
642310,"EPS - When changing the Investment Name for an EPS record, the Investment Manager does not update","Issue occurs under the ""Business Rules Engines Tools Licensing and Maintenace"" EPS record",3 - Medium,Resolved,,"","",Minor,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
762487,"EPS - Change ""Bulk Copy"" to ""Multi Copy""","On EPS module, change any instance of ""Bulk Copy"" to ""Multi Copy""

On Multi-Copy pop-up header and the button on the pop-up as well",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
779240,"Rebaseline QA87 , Dev87 environments",".",3 - Medium,Resolved,,"","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",768514,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
771118,"EPS - Executive Director is showing as a required field","EPS-Executive Director field is showing as a required field after user clicks on save. Required icons and error messages are not displaying properly.",4 - Low,Resolved,,"","",Minor,Unassigned,"Unassigned",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
745108,"Report (EPS Roll-Up Report) - ""Fiscal Year"" filter spelled incorrectly","filter field on right side is misspelled",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000016
724609,"EPS - Discrepancy between the Investment Managers in EPS records and the Investment Managers names in the Manage Investment section","â€œDuring our analysis, 488 records have a different Investment Manager than what is listed in the ""Manage Investments"" section. We assume that when the manager's name was updated in the ""Manage Investments"" section, the change did not occur in existing EPS records. Since the Investment Manager field is auto-populated based off the investment, it cannot be edited by the EPS Team. Please ensure all Investment Managers for existing records list the correct individual and any future changes in the ""Manage Investments"" section will be reflected in existing records.â€?",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000016
737270,"Helpdesk #2464 - VIP Project by Phase report is not showing all projects when there is no filter","Helpdesk #2464 - VIP Project by Phase report is not showing all projects when there is no filter",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - May 14, 2018, 11:17 AM
Added: attachment 110031 (RE New VIP Service Request - #2464.msg)",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",732436,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000015
741233,"Project - Closeout phase is showing fields that are part of send to close out phase pop up.","Project - Closeout phase is showing fields that are part of send to close out phase pop up.",3 - Medium,Resolved,,"","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000015
741288,"QA Testing","QA Testing",3 - Medium,Resolved,,"","",Significant,Unassigned,"Barua, Shubra (Vidoori)",741233,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000015
718544,"Project - Mobile Phone Number is retaining its required field attributes when users are tabbing through fields","Mobile Phone Number is retaining its required field attributes when users are tabbing through fields",3 - Medium,Resolved,,"","",Moderate,3 - Normal Queue,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000014
720413,"Revise - Revise not Required option is not available for revise requests that have not been submitted to OMB","Revise - Revise not Required option is not available for revise requests that have not been submitted to OMB",2 - High,Verified,,"","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000014
718541,"All Modules - VIP Dashboard is not working in Chrome Browser","VIP Dashboard is not working in Chrome Browser",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000014
715516,"Project - EPS Lookup in Initiation Phase not blanking out when reloaded","When a user clicks on the EPS lookup in Start New Project, if it was loaded before, the value is still loaded, causing a lookup issue and confusion. Field should be blanked out each time popup is loaded.",4 - Low,Resolved,,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000014
720217,"QA Testing","QA Testing",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Barua, Shubra (Vidoori)",715516,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000014
718536,"Project - RiskVision and Cloud field dropdowns are not functional through test automation","Project - RiskVision and Cloud field dropdowns are not functional through test automation",2 - High,Resolved,,"","",Significant,Unassigned,"Alemu, Befkadu N. (Vidoori)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000014
698338,"OMB Tool - â€˜Available Investmentsâ€™ section of the OMB tool should only display OMB reportable investments","Available Investmentsâ€™ section of the OMB tool should only display OMB reportable investments (isOMBreportable = 1 in dbo.Investment).",4 - Low,Resolved,,"","1. Nair, Sindhu (Vidoori) - Mar 14, 2018, 12:30 PM
Added: attachment 102090 (available investments list.png)",Minor,Unassigned,"Alemu, Befkadu N. (Vidoori)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000013
706369,"OMB Submission tool is redirecting to Unauthorized page when user has only OMB Admin group permission","OMB Submission tool is redirecting to Unauthorized page when user has only OMB Admin group permission",2 - High,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000013
705711,"Security - Management Review groups should have read-only access to all modules and pages should not load until security is validated","Security - Management Review groups should have read-only access to all modules",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000013
708142,"Helpdesk #2382 - Users not able to save TechStats","Users not able to save TechStats",1 - Critical,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",705237,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000013
708132,"Helpdesk #2383 - Unable to Process Revise Request","Helpdesk #2383 - Unable to Process Revise Request",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Mar 29, 2018, 1:55 PM
Added: attachment 104337 (RE New VIP Service Request - #2383.msg)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",705237,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000013
707132,"Helpdesk #2374 Duplicate Investment Rows Displayed After Changing Investment Manager","Duplicate Investment Rows Displayed After Changing Investment Manager
This happens if current user is Investment Manager as well as Additional User",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",705237,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000013
706376,"OMB Submission tool is including Project Name change in Update project section of xml, also add projected date and cost for closeout phase activity even if there is no change in date and cost for activity","OMB Submission tool is including Project Name change in Update project section of xml, also add projected date and cost for closeout phase activity even if there is no change in date and cost for activity",2 - High,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000013
707937,"QA Testing","QA Testing",2 - High,Resolved,,"","",Significant,Unassigned,"Nair, Sindhu (Vidoori)",706376,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000013
557210,"Dev Team Admin - VIPUser SPID is being overwritten during ADSync. Update Stored Procedure to prevent churn","Dev Team Admin - VIPUser SPID is being overwritten during ADSync. Update Stored Procedure to prevent churn",3 - Medium,Resolved,0 pts,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000013
713686,"OMB Submission - an <updateProject> has nothing else but a new Activity to report, only <updateProjectActivities> is allowed, and not <addProjectActivities>.","OMB Submission - an <updateProject> has nothing else but a new Activity to report, only <updateProjectActivities> is allowed, and not <addProjectActivities>.",2 - High,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000013
699776,"Project - Recommended CIO Rating on project summary page is not rounding average of all rating properly","Project - Recommended CIO Rating on project summary page is not rounding average of all rating properly.",2 - High,Resolved,,"","",Major,Unassigned,"Unassigned",691944,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000012
659293,"Project - Issue with entering date in the future being accepted but reverted back to 1900","Applies to ""When was your Project Phase Finish Date? Actual"" field (Product Phase)


from UAT on 01/17/18:

I tried to enter a date in the future. It was accepted, but converted the date to 01/01/1900 and I had to enter a field revision request to change it. Seems an error message would be more appropriate.",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000012
630831,"Project - Validate the date fields on the search criteria of the Manage Existing Projects Screen (projectslist.aspx).","Project - Validate the date fields on  the search criteria of the Manage Existing Projects Screen (projectslist.aspx). Ensure that they are valid dates, and if a range is included, that the to and from dates are in the correct order.",4 - Low,Resolved,,"","1. Kolluru, Krishna K. (GovernmentCIO) - Dec 1, 2017, 5:51 AM
Added: attachment 91657 (Manage Existing Project.docx)",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000012
700631,"Project - When you click Send to Closeout Phase button, nothing happens.","Project - When you click Send to CLoseout Phase button, nothing happens.",1 - Critical,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000012
700660,"Dev Testing","Dev Testing",2 - High,Resolved,,"","",Significant,Unassigned,"Unassigned",700631,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000012
700668,"QA Testing","QA Testing",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Mar 19, 2018, 9:59 AM
Copied from work item 700660.",Significant,Unassigned,"Nair, Sindhu (Vidoori)",700631,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000012
557208,"Investment - Adding an Investment (via URL link) doesn't go to Unauthorized page if you don't have access","If you are not in Investment Managers, Investment Administrator or VBO Oversight, you cannot click the Add Investment button in the list of Investments.
However, if you go directly to the URL that the button takes you to (../SitePages/InvestmentRecord.aspx ) you *should* be redirected to Unauthorized, but you are not redirected.

 ",4 - Low,Resolved,0 pts,"","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000012
